2022-07-27 10:01:32.606 > INFO   springAppName_IS_UNDEFINED o.a.f.a.j.typeutils.TypeExtractor class org.apache.flink.streaming.api.functions.source.TimestampedFileInputSplit does not contain a setter for field modificationTime
2022-07-27 10:01:34.628 > INFO   springAppName_IS_UNDEFINED o.a.f.r.i.n.NetworkEnvironment Starting the network environment and its components.
2022-07-27 10:01:34.631 > WARN   springAppName_IS_UNDEFINED o.a.f.r.t.TaskManagerLocation No hostname could be resolved for the IP address 127.0.0.1, using IP address as host name. Local input split assignment (such as for HDFS files) may be impacted.
2022-07-27 10:01:34.631 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.TaskManagerServices Limiting managed memory to 0.7 of the currently free heap space (2523 MB), memory will be allocated lazily.
2022-07-27 10:01:34.637 > INFO   springAppName_IS_UNDEFINED o.a.f.r.io.disk.iomanager.IOManager I/O manager uses directory C:\Users\Mechrevo\AppData\Local\Temp\flink-io-70660284-ae9a-41c9-8c17-46e5796d1150 for spill files.
2022-07-27 10:01:34.691 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.TaskManagerConfiguration Messages have a max timeout of 10000 ms
2022-07-27 10:01:34.698 > INFO   springAppName_IS_UNDEFINED o.a.f.r.rpc.akka.AkkaRpcService Starting RPC endpoint for org.apache.flink.runtime.taskexecutor.TaskExecutor at akka://flink/user/taskmanager_0 .
2022-07-27 10:01:34.707 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.JobLeaderService Start job leader service.
2022-07-27 10:01:34.707 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Connecting to ResourceManager akka://flink/user/resourcemanager_7c1e497d-6f06-47b3-8a25-d6aa96eafd24(8e63b600f50401a3563a1b1569e64cc2).
2022-07-27 10:01:34.708 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.filecache.FileCache User file cache uses directory C:\Users\Mechrevo\AppData\Local\Temp\flink-dist-cache-ce38d134-652b-4636-a8d5-1347c6b447c5
2022-07-27 10:01:34.709 > INFO   springAppName_IS_UNDEFINED o.a.f.r.minicluster.MiniCluster Starting dispatcher rest endpoint.
2022-07-27 10:01:34.728 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Resolved ResourceManager address, beginning registration
2022-07-27 10:01:34.728 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Registration at ResourceManager attempt 1 (timeout=100ms)
2022-07-27 10:01:34.737 > INFO   springAppName_IS_UNDEFINED o.a.f.r.r.StandaloneResourceManager Registering TaskManager with ResourceID ed313b06-124c-4b61-8c78-4966836f19cc (akka://flink/user/taskmanager_0) at ResourceManager
2022-07-27 10:01:34.740 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Successful registration at resource manager akka://flink/user/resourcemanager_7c1e497d-6f06-47b3-8a25-d6aa96eafd24 under registration id d8ca2b226f2007d032630ad4ddf1285f.
2022-07-27 10:01:34.742 > INFO   springAppName_IS_UNDEFINED o.a.f.r.r.slotmanager.SlotManager Registering TaskManager ed313b06-124c-4b61-8c78-4966836f19cc under d8ca2b226f2007d032630ad4ddf1285f at the SlotManager.
2022-07-27 10:01:34.751 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.DispatcherRestEndpoint Starting rest endpoint.
2022-07-27 10:01:35.021 > WARN   springAppName_IS_UNDEFINED o.a.f.r.webmonitor.WebMonitorUtils Log file environment variable 'log.file' is not set.
2022-07-27 10:01:35.021 > WARN   springAppName_IS_UNDEFINED o.a.f.r.webmonitor.WebMonitorUtils JobManager log files are unavailable in the web dashboard. Log file location not found in environment variable 'log.file' or configuration key 'Key: 'web.log.path' , default: null (deprecated keys: [jobmanager.web.log.path])'.
2022-07-27 10:01:36.815 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.DispatcherRestEndpoint Rest endpoint listening at localhost:51222
2022-07-27 10:01:36.816 > INFO   springAppName_IS_UNDEFINED o.a.f.r.h.n.e.EmbeddedLeaderService Proposing leadership to contender org.apache.flink.runtime.dispatcher.DispatcherRestEndpoint@3c7cfcbb @ http://localhost:51222
2022-07-27 10:01:36.816 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.DispatcherRestEndpoint Web frontend listening at http://localhost:51222.
2022-07-27 10:01:36.816 > INFO   springAppName_IS_UNDEFINED o.a.f.r.minicluster.MiniCluster Starting job dispatcher(s) for JobManger
2022-07-27 10:01:36.816 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.DispatcherRestEndpoint http://localhost:51222 was granted leadership with leaderSessionID=72ef41df-01cf-44df-b459-3d30107a36c5
2022-07-27 10:01:36.816 > INFO   springAppName_IS_UNDEFINED o.a.f.r.h.n.e.EmbeddedLeaderService Received confirmation of leadership for leader http://localhost:51222 , session=72ef41df-01cf-44df-b459-3d30107a36c5
2022-07-27 10:01:36.823 > INFO   springAppName_IS_UNDEFINED o.a.f.r.rpc.akka.AkkaRpcService Starting RPC endpoint for org.apache.flink.runtime.dispatcher.StandaloneDispatcher at akka://flink/user/dispatcher13c78d9b-cc91-4c1f-910e-a07c6fd7839b .
2022-07-27 10:01:36.834 > INFO   springAppName_IS_UNDEFINED o.a.f.r.h.n.e.EmbeddedLeaderService Proposing leadership to contender org.apache.flink.runtime.dispatcher.StandaloneDispatcher@771db12c @ akka://flink/user/dispatcher13c78d9b-cc91-4c1f-910e-a07c6fd7839b
2022-07-27 10:01:36.834 > INFO   springAppName_IS_UNDEFINED o.a.f.r.minicluster.MiniCluster Flink Mini Cluster started successfully
2022-07-27 10:01:36.835 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.StandaloneDispatcher Dispatcher akka://flink/user/dispatcher13c78d9b-cc91-4c1f-910e-a07c6fd7839b was granted leadership with fencing token 94c95010-b619-4c17-b038-3ced3f0f5c2d
2022-07-27 10:01:36.837 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.StandaloneDispatcher Recovering all persisted jobs.
2022-07-27 10:01:36.838 > INFO   springAppName_IS_UNDEFINED o.a.f.r.h.n.e.EmbeddedLeaderService Received confirmation of leadership for leader akka://flink/user/dispatcher13c78d9b-cc91-4c1f-910e-a07c6fd7839b , session=94c95010-b619-4c17-b038-3ced3f0f5c2d
2022-07-27 10:01:36.845 > INFO   springAppName_IS_UNDEFINED o.a.f.r.d.StandaloneDispatcher Submitting job 7dde3ebf66b3286ce857588cdf810e72 (Socket Window Count).
2022-07-27 10:01:36.869 > INFO   springAppName_IS_UNDEFINED o.a.f.r.rpc.akka.AkkaRpcService Starting RPC endpoint for org.apache.flink.runtime.jobmaster.JobMaster at akka://flink/user/jobmanager_1 .
2022-07-27 10:01:36.876 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Initializing job Socket Window Count (7dde3ebf66b3286ce857588cdf810e72).
2022-07-27 10:01:36.882 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Using restart strategy NoRestartStrategy for Socket Window Count (7dde3ebf66b3286ce857588cdf810e72).
2022-07-27 10:01:36.886 > INFO   springAppName_IS_UNDEFINED o.a.f.r.rpc.akka.AkkaRpcService Starting RPC endpoint for org.apache.flink.runtime.jobmaster.slotpool.SlotPool at akka://flink/user/d69054a3-dd0d-449e-8532-ad4f8493d354 .
2022-07-27 10:01:36.905 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Job recovers via failover strategy: full graph restart
2022-07-27 10:01:36.928 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Running initialization on master for job Socket Window Count (7dde3ebf66b3286ce857588cdf810e72).
2022-07-27 10:01:36.928 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Successfully ran initialization on master in 0 ms.
2022-07-27 10:01:36.947 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster No state backend has been configured, using default (Memory / JobManager) MemoryStateBackend (data in heap memory / checkpoints to JobManager) (checkpoints: 'null', savepoints: 'null', asynchronous: TRUE, maxStateSize: 5242880)
2022-07-27 10:01:36.956 > INFO   springAppName_IS_UNDEFINED o.a.f.r.h.n.e.EmbeddedLeaderService Proposing leadership to contender org.apache.flink.runtime.jobmaster.JobManagerRunner@594829a9 @ akka://flink/user/jobmanager_1
2022-07-27 10:01:36.957 > INFO   springAppName_IS_UNDEFINED o.a.f.r.jobmaster.JobManagerRunner JobManager runner for job Socket Window Count (7dde3ebf66b3286ce857588cdf810e72) was granted leadership with session id e3fc247e-37e7-4baa-a13a-87adef5949f0 at akka://flink/user/jobmanager_1.
2022-07-27 10:01:36.958 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Starting execution of job Socket Window Count (7dde3ebf66b3286ce857588cdf810e72)
2022-07-27 10:01:36.959 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Job Socket Window Count (7dde3ebf66b3286ce857588cdf810e72) switched from state CREATED to RUNNING.
2022-07-27 10:01:36.961 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) switched from CREATED to SCHEDULED.
2022-07-27 10:01:36.964 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) switched from CREATED to SCHEDULED.
2022-07-27 10:01:36.965 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) switched from CREATED to SCHEDULED.
2022-07-27 10:01:36.966 > INFO   springAppName_IS_UNDEFINED o.a.f.r.h.n.e.EmbeddedLeaderService Received confirmation of leadership for leader akka://flink/user/jobmanager_1 , session=e3fc247e-37e7-4baa-a13a-87adef5949f0
2022-07-27 10:01:36.966 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Connecting to ResourceManager akka://flink/user/resourcemanager_7c1e497d-6f06-47b3-8a25-d6aa96eafd24(8e63b600f50401a3563a1b1569e64cc2)
2022-07-27 10:01:36.968 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Resolved ResourceManager address, beginning registration
2022-07-27 10:01:36.968 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster Registration at ResourceManager attempt 1 (timeout=100ms)
2022-07-27 10:01:36.969 > INFO   springAppName_IS_UNDEFINED o.a.f.r.r.StandaloneResourceManager Registering job manager a13a87adef5949f0e3fc247e37e74baa@akka://flink/user/jobmanager_1 for job 7dde3ebf66b3286ce857588cdf810e72.
2022-07-27 10:01:36.971 > INFO   springAppName_IS_UNDEFINED o.a.f.r.jobmaster.slotpool.SlotPool Cannot serve slot request, no ResourceManager connected. Adding as pending request [SlotRequestId{2dff1b8a59f30d4eb57a940bdb86dbd0}]
2022-07-27 10:01:36.972 > INFO   springAppName_IS_UNDEFINED o.a.f.r.r.StandaloneResourceManager Registered job manager a13a87adef5949f0e3fc247e37e74baa@akka://flink/user/jobmanager_1 for job 7dde3ebf66b3286ce857588cdf810e72.
2022-07-27 10:01:36.973 > INFO   springAppName_IS_UNDEFINED o.a.f.runtime.jobmaster.JobMaster JobManager successfully registered at ResourceManager, leader id: 8e63b600f50401a3563a1b1569e64cc2.
2022-07-27 10:01:36.974 > INFO   springAppName_IS_UNDEFINED o.a.f.r.jobmaster.slotpool.SlotPool Requesting new slot [SlotRequestId{2dff1b8a59f30d4eb57a940bdb86dbd0}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=0, nativeMemoryInMB=0, networkMemoryInMB=0} from resource manager.
2022-07-27 10:01:36.975 > INFO   springAppName_IS_UNDEFINED o.a.f.r.r.StandaloneResourceManager Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=0, nativeMemoryInMB=0, networkMemoryInMB=0} for job 7dde3ebf66b3286ce857588cdf810e72 with allocation id AllocationID{1fe219657ce4804fb752837cdb65ff02}.
2022-07-27 10:01:36.976 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Receive slot request AllocationID{1fe219657ce4804fb752837cdb65ff02} for job 7dde3ebf66b3286ce857588cdf810e72 from resource manager with leader id 8e63b600f50401a3563a1b1569e64cc2.
2022-07-27 10:01:36.977 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Allocated slot for AllocationID{1fe219657ce4804fb752837cdb65ff02}.
2022-07-27 10:01:36.977 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.JobLeaderService Add job 7dde3ebf66b3286ce857588cdf810e72 for job leader monitoring.
2022-07-27 10:01:36.978 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.JobLeaderService Try to register at job manager akka://flink/user/jobmanager_1 with leader id e3fc247e-37e7-4baa-a13a-87adef5949f0.
2022-07-27 10:01:36.979 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.JobLeaderService Resolved JobManager address, beginning registration
2022-07-27 10:01:36.979 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.JobLeaderService Registration at JobManager attempt 1 (timeout=100ms)
2022-07-27 10:01:36.980 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.JobLeaderService Successful registration at job manager akka://flink/user/jobmanager_1 for job 7dde3ebf66b3286ce857588cdf810e72.
2022-07-27 10:01:36.981 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Establish JobManager connection for job 7dde3ebf66b3286ce857588cdf810e72.
2022-07-27 10:01:36.983 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Offer reserved slots to the leader of job 7dde3ebf66b3286ce857588cdf810e72.
2022-07-27 10:01:36.984 > INFO   springAppName_IS_UNDEFINED o.a.f.r.t.slot.TaskSlotTable Activate slot AllocationID{1fe219657ce4804fb752837cdb65ff02}.
2022-07-27 10:01:36.991 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) switched from SCHEDULED to DEPLOYING.
2022-07-27 10:01:36.991 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Deploying Source: Custom File Source (1/1) (attempt #0) to 127.0.0.1
2022-07-27 10:01:36.993 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) switched from SCHEDULED to DEPLOYING.
2022-07-27 10:01:36.993 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Deploying Split Reader: Custom File Source -> Flat Map (1/1) (attempt #0) to 127.0.0.1
2022-07-27 10:01:36.995 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) switched from SCHEDULED to DEPLOYING.
2022-07-27 10:01:36.996 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Deploying Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (attempt #0) to 127.0.0.1
2022-07-27 10:01:37.010 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Received task Source: Custom File Source (1/1).
2022-07-27 10:01:37.011 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) switched from CREATED to DEPLOYING.
2022-07-27 10:01:37.012 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Creating FileSystem stream leak safety net for task Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) [DEPLOYING]
2022-07-27 10:01:37.015 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Loading JAR files for task Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) [DEPLOYING].
2022-07-27 10:01:37.016 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Registering task at network: Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) [DEPLOYING].
2022-07-27 10:01:37.016 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Received task Split Reader: Custom File Source -> Flat Map (1/1).
2022-07-27 10:01:37.017 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) switched from CREATED to DEPLOYING.
2022-07-27 10:01:37.017 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Creating FileSystem stream leak safety net for task Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) [DEPLOYING]
2022-07-27 10:01:37.017 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Loading JAR files for task Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) [DEPLOYING].
2022-07-27 10:01:37.019 > INFO   springAppName_IS_UNDEFINED o.a.f.r.taskexecutor.TaskExecutor Received task Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1).
2022-07-27 10:01:37.019 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Registering task at network: Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) [DEPLOYING].
2022-07-27 10:01:37.019 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) switched from CREATED to DEPLOYING.
2022-07-27 10:01:37.019 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Creating FileSystem stream leak safety net for task Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) [DEPLOYING]
2022-07-27 10:01:37.020 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Loading JAR files for task Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) [DEPLOYING].
2022-07-27 10:01:37.020 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Registering task at network: Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) [DEPLOYING].
2022-07-27 10:01:37.039 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) switched from DEPLOYING to RUNNING.
2022-07-27 10:01:37.040 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) -> Sink: Print to Std. Out (1/1) (1fc4da42056beac7d62d81a2fd4b2f33) switched from DEPLOYING to RUNNING.
2022-07-27 10:01:37.043 > INFO   springAppName_IS_UNDEFINED o.a.f.s.runtime.tasks.StreamTask No state backend has been configured, using default (Memory / JobManager) MemoryStateBackend (data in heap memory / checkpoints to JobManager) (checkpoints: 'null', savepoints: 'null', asynchronous: TRUE, maxStateSize: 5242880)
2022-07-27 10:01:37.045 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) switched from DEPLOYING to RUNNING.
2022-07-27 10:01:37.045 > INFO   springAppName_IS_UNDEFINED o.a.flink.runtime.taskmanager.Task Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) switched from DEPLOYING to RUNNING.
2022-07-27 10:01:37.046 > INFO   springAppName_IS_UNDEFINED o.a.f.s.runtime.tasks.StreamTask No state backend has been configured, using default (Memory / JobManager) MemoryStateBackend (data in heap memory / checkpoints to JobManager) (checkpoints: 'null', savepoints: 'null', asynchronous: TRUE, maxStateSize: 5242880)
2022-07-27 10:01:37.046 > INFO   springAppName_IS_UNDEFINED o.a.f.s.runtime.tasks.StreamTask No state backend has been configured, using default (Memory / JobManager) MemoryStateBackend (data in heap memory / checkpoints to JobManager) (checkpoints: 'null', savepoints: 'null', asynchronous: TRUE, maxStateSize: 5242880)
2022-07-27 10:01:37.046 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Source: Custom File Source (1/1) (d11bd9f368b57310215e2fa2f4c0ce70) switched from DEPLOYING to RUNNING.
2022-07-27 10:01:37.046 > INFO   springAppName_IS_UNDEFINED o.a.f.r.e.ExecutionGraph Split Reader: Custom File Source -> Flat Map (1/1) (fb15bc930ae004024d39dbc0bb5d18f3) switched from DEPLOYING to RUNNING.
2022-07-27 10:01:37.062 > WARN   springAppName_IS_UNDEFINED o.apache.flink.metrics.MetricGroup The operator name Window(SlidingProcessingTimeWindows(5000, 3000), ProcessingTimeTrigger, SumAggregator, PassThroughWindowFunction) exceeded the 80 characters length limit and was truncated.
2022-07-27 10:01:37.081 > INFO   springAppName_IS_UNDEFINED o.a.f.s.a.f.s.ContinuousFileReaderOperator No state to restore for the ContinuousFileReaderOperator (taskIdx=0).
2022-07-27 10:01:37.081 > INFO   springAppName_IS_UNDEFINED o.a.f.s.a.f.s.ContinuousFileMonitoringFunction No state to restore for the ContinuousFileMonitoringFunction.
